usuario,filme,nota
Critico_Ranzinza_064,"Woman Under the Influence, A (1974)",1.5
Critico_Ranzinza_064,"Double Life, A (1947)",2.5
Critico_Ranzinza_064,Cesar Chavez (2014),2.0
Critico_Ranzinza_064,Absolute Power (1997),2.0
Critico_Ranzinza_064,The Witch (2015),2.0
Critico_Ranzinza_064,Blazing Saddles (1974),2.5
Critico_Ranzinza_064,Tex (1982),1.5
Critico_Ranzinza_064,100 Streets (2016),3.0
Critico_Ranzinza_064,Midnight in Paris (2011),1.0
Critico_Ranzinza_064,The Putin Interviews (2017),1.5
Critico_Ranzinza_064,Diabolique (1996),2.5
Critico_Ranzinza_064,Comedy of the Strict Regime (1993),2.0
Critico_Ranzinza_064,Zoom (2006),2.0
Critico_Ranzinza_064,"Devil and Max Devlin, The (1981)",1.5
Critico_Ranzinza_064,"Next Three Days, The (2010)",1.5
Critico_Ranzinza_064,I Am Number Four (2011),2.0
Critico_Ranzinza_064,Midnight Chronicles (2009),2.0
Critico_Ranzinza_064,Generation X (1996),2.5
Critico_Ranzinza_064,Flowers in the Attic (1987),1.5
Critico_Ranzinza_064,"He Said, She Said (1991)",2.5
Critico_Ranzinza_064,"Messengers, The (2007)",0.5
Critico_Ranzinza_064,Hatchet II (2010),2.0
Critico_Ranzinza_064,G-Force (2009),2.5
Critico_Ranzinza_064,"Pervert's Guide to Cinema, The (2006)",2.0
Critico_Ranzinza_064,Duel (1971),1.5
Critico_Ranzinza_064,Dad's Army (2016),0.5
Critico_Ranzinza_064,"Matrix, The (1999)",2.5
Critico_Ranzinza_065,"Dam Busters, The (1955)",0.5
Critico_Ranzinza_065,X-Men: First Class (2011),2.0
Critico_Ranzinza_065,"Bourne Supremacy, The (2004)",2.0
Critico_Ranzinza_065,"Girl Next Door, The (2004)",2.0
Critico_Ranzinza_065,Frozen River (2008),2.5
Critico_Ranzinza_065,Alexander (2004),2.0
Critico_Ranzinza_065,Man of the House (2005),3.0
Critico_Ranzinza_065,Texas Chainsaw 3D (2013),2.5
Critico_Ranzinza_065,Boniface's Holiday (1965),1.5
Critico_Ranzinza_065,Light Years (Gandahar) (1988),1.0
Critico_Ranzinza_065,Table 19 (2017),2.5
Critico_Ranzinza_065,Rain (2001),2.5
Critico_Ranzinza_065,Zombie (a.k.a. Zombie 2: The Dead Are Among Us) (Zombi 2) (1979),1.5
Critico_Ranzinza_065,Reality Bites (1994),1.5
Critico_Ranzinza_065,"Trip, The (2002)",1.0
Critico_Ranzinza_065,Imagine That (2009),2.0
Critico_Ranzinza_065,Hachiko: A Dog's Story (a.k.a. Hachi: A Dog's Tale) (2009),0.5
Critico_Ranzinza_065,Dracula (1979),1.0
Critico_Ranzinza_065,The Man from Nowhere (2010),1.5
Critico_Ranzinza_065,Yellow Submarine (1968),2.0
Critico_Ranzinza_065,Leaves of Grass (2009),2.0
Critico_Ranzinza_065,"ABCs of Death, The (2012)",1.5
Critico_Ranzinza_065,Night of the Living Dead (1990),3.5
Critico_Ranzinza_065,Babylon 5: The Legend of the Rangers: To Live and Die in Starlight (2002),2.0
Critico_Ranzinza_065,Tokyo! (2008),1.5
Critico_Ranzinza_065,Casanova (2005),2.0
Critico_Ranzinza_065,Final Destination 2 (2003),2.0
Critico_Ranzinza_065,Three Men and a Little Lady (1990),1.5
Critico_Ranzinza_065,Smoke Signals (1998),1.5
Critico_Ranzinza_065,Wrong Cops (2013),2.0
Critico_Ranzinza_066,War of the Worlds (2005),2.0
Critico_Ranzinza_066,RKO 281 (1999),2.5
Critico_Ranzinza_066,Across the Hall (2009),1.5
Critico_Ranzinza_066,Kangaroo Jack (2003),1.5
Critico_Ranzinza_066,"Piano, The (1993)",3.0
Critico_Ranzinza_066,Airplane II: The Sequel (1982),2.5
Critico_Ranzinza_066,"Abominable Dr. Phibes, The (1971)",2.0
Critico_Ranzinza_066,"You, Me and Dupree (2006)",0.5
Critico_Ranzinza_066,War Room (2015),2.5
Critico_Ranzinza_066,Niagara (1953),2.0
Critico_Ranzinza_066,Blended (2014),1.5
Critico_Ranzinza_066,My Father's Glory (La gloire de mon père) (1990),2.0
Critico_Ranzinza_066,Ali G Indahouse (2002),1.0
Critico_Ranzinza_066,The Meddler (2016),2.5
Critico_Ranzinza_066,Heartless (2009),0.5
Critico_Ranzinza_066,Dead End (2003),2.0
Critico_Ranzinza_066,Amazon Women on the Moon (1987),2.5
Critico_Ranzinza_066,Cool World (1992),1.0
Critico_Ranzinza_066,'Hellboy': The Seeds of Creation (2004),2.0
Critico_Ranzinza_066,Cobra (1986),3.5
Critico_Ranzinza_066,Kindergarten Cop 2 (2016),1.5
Critico_Ranzinza_066,American Outlaws (2001),2.0
Critico_Ranzinza_066,Game Night (2018),2.5
Critico_Ranzinza_066,Jack Frost (1998),2.0
Critico_Ranzinza_066,"Graduate, The (1967)",2.0
Critico_Ranzinza_066,Harley Davidson and the Marlboro Man (1991),2.5
Critico_Ranzinza_066,I Am Sam (2001),2.0
Critico_Ranzinza_066,"Shining, The (1980)",1.5
Critico_Ranzinza_066,Squirm (1976),1.0
Critico_Ranzinza_066,Bartleby (2001),1.5
Critico_Ranzinza_067,Highlander III: The Sorcerer (a.k.a. Highlander: The Final Dimension) (1994),1.0
Critico_Ranzinza_067,Starcrash (a.k.a. Star Crash) (1978),3.0
Critico_Ranzinza_067,"Crow, The: Wicked Prayer (2005)",2.0
Critico_Ranzinza_067,"King of Kong, The (2007)",2.5
Critico_Ranzinza_067,Underground (1995),2.5
Critico_Ranzinza_067,"Banger Sisters, The (2002)",2.5
Critico_Ranzinza_067,War of the Worlds (2005),2.5
Critico_Ranzinza_067,Big Fish (2003),2.0
Critico_Ranzinza_067,Here on Earth (2000),2.5
Critico_Ranzinza_067,Wizards of Waverly Place: The Movie (2009),2.0
Critico_Ranzinza_067,"Front Page, The (1974)",2.5
Critico_Ranzinza_067,Cradle 2 the Grave (2003),2.0
Critico_Ranzinza_067,Love (2015),2.0
Critico_Ranzinza_067,Obsessed (2009),0.5
Critico_Ranzinza_067,In This World (2002),2.5
Critico_Ranzinza_067,Charlie's Angels (2000),1.5
Critico_Ranzinza_067,"Signal, The (2007)",1.5
Critico_Ranzinza_067,Once Were Warriors (1994),2.5
Critico_Ranzinza_067,Irma la Douce (1963),2.5
Critico_Ranzinza_067,Shrek Forever After (a.k.a. Shrek: The Final Chapter) (2010),2.5
Critico_Ranzinza_067,Network (1976),1.0
Critico_Ranzinza_067,Beginners (2010),2.0
Critico_Ranzinza_067,"Very Potter Sequel, A (2010)",2.5
Critico_Ranzinza_067,Insomnia (1997),2.0
Critico_Ranzinza_067,"Muppet Christmas Carol, The (1992)",1.0
Critico_Ranzinza_067,Home (2009),3.0
Critico_Ranzinza_067,"Mrs. Brown (a.k.a. Her Majesty, Mrs. Brown) (1997)",2.0
Critico_Ranzinza_067,Hellboy II: The Golden Army (2008),1.5
Critico_Ranzinza_067,Max (2002),1.0
Critico_Ranzinza_067,"King of Masks, The (Bian Lian) (1996)",1.5
Critico_Ranzinza_068,Sunset Park (1996),1.5
Critico_Ranzinza_068,Living in Oblivion (1995),2.5
Critico_Ranzinza_068,Sorority House Massacre (1986),1.5
Critico_Ranzinza_068,Mamma Mia: Here We Go Again! (2018),1.5
Critico_Ranzinza_068,Room in Rome (Habitación en Roma) (2010),0.5
Critico_Ranzinza_068,"Net, The (1995)",2.5
Critico_Ranzinza_068,Africa: The Serengeti (1994),3.5
Critico_Ranzinza_068,New Rose Hotel (1998),2.0
Critico_Ranzinza_068,"Road, The (2009)",1.5
Critico_Ranzinza_068,Blaze (1989),1.5
Critico_Ranzinza_068,Mini's First Time (2006),2.0
Critico_Ranzinza_068,Little Dieter Needs to Fly (1997),1.0
Critico_Ranzinza_068,Year of the Dragon (1985),1.5
Critico_Ranzinza_068,"New One-Armed Swordsman, The (Xin du bi dao) (1971)",2.5
Critico_Ranzinza_068,Neds (2010),1.5
Critico_Ranzinza_068,Bad Lieutenant: Port of Call New Orleans (2009),2.0
Critico_Ranzinza_068,What Men Talk About (2010),1.5
Critico_Ranzinza_068,Welcome to the Jungle (2013),1.5
Critico_Ranzinza_068,"Pelican Brief, The (1993)",1.0
Critico_Ranzinza_068,"Law of Desire (Ley del deseo, La) (1987)",2.5
Critico_Ranzinza_068,Crush (2001),1.5
Critico_Ranzinza_068,Seeking Justice (2011),1.0
Critico_Ranzinza_068,Hackers (1995),2.0
Critico_Ranzinza_068,Take Me Home Tonight (2011),2.5
Critico_Ranzinza_068,Boyz N the Hood (1991),1.5
Critico_Ranzinza_068,Stander (2003),1.5
Critico_Ranzinza_068,"Bamba, La (1987)",2.5
Critico_Ranzinza_068,Margot at the Wedding (2007),2.0
Critico_Ranzinza_068,Conversations with Other Women (2005),2.5
Critico_Ranzinza_068,All the Real Girls (2003),2.5
Critico_Ranzinza_069,Down to Earth (2001),2.5
Critico_Ranzinza_069,Solaris (2002),1.5
Critico_Ranzinza_069,French Kiss (1995),2.5
Critico_Ranzinza_069,Lenny (1974),1.0
Critico_Ranzinza_069,Kong: Skull Island (2017),1.5
Critico_Ranzinza_069,"Edukators, The (Die Fetten Jahre sind vorbei) (2004)",2.0
Critico_Ranzinza_069,Closer (2004),1.5
Critico_Ranzinza_069,Shrek the Third (2007),2.5
Critico_Ranzinza_069,Urban Legend (1998),2.0
Critico_Ranzinza_069,Leningrad Cowboys Go America (1989),2.0
Critico_Ranzinza_069,"Haunted Mansion, The (2003)",1.5
Critico_Ranzinza_069,"Wicker Man, The (2006)",1.5
Critico_Ranzinza_069,Sword of Vengeance (2014),2.5
Critico_Ranzinza_069,Chances Are (1989),3.0
Critico_Ranzinza_069,Teacher's Pet (1958),0.5
Critico_Ranzinza_069,"Divorce, Le (2003)",3.0
Critico_Ranzinza_069,Sinbad: Legend of the Seven Seas (2003),2.5
Critico_Ranzinza_069,Clash of the Titans (2010),2.0
Critico_Ranzinza_069,Who Am I? (Wo shi shei) (1998),2.0
Critico_Ranzinza_069,Like Crazy (2011),1.0
Critico_Ranzinza_069,Mr. Skeffington (1944),2.0
Critico_Ranzinza_069,Split (2017),1.5
Critico_Ranzinza_069,Send Me No Flowers (1964),2.5
Critico_Ranzinza_069,"Timecrimes (Cronocrímenes, Los) (2007)",1.5
Critico_Ranzinza_069,Indiana Jones and the Temple of Doom (1984),2.5
Critico_Ranzinza_069,Car Wash (1976),1.0
Critico_Ranzinza_069,Diner (1982),2.5
Critico_Ranzinza_069,Control (2007),3.0
Critico_Ranzinza_069,"Grass Is Greener, The (1960)",1.0
Critico_Ranzinza_069,Taxi Driver (1976),3.0
Critico_Ranzinza_070,Filth (2013),1.0
Critico_Ranzinza_070,"Good Night, and Good Luck. (2005)",2.5
Critico_Ranzinza_070,Solo: A Star Wars Story (2018),2.5
Critico_Ranzinza_070,"Hitcher, The (2007)",2.5
Critico_Ranzinza_070,Not One Less (Yi ge dou bu neng shao) (1999),1.5
Critico_Ranzinza_070,Frankenstein Meets the Wolf Man (1943),1.0
Critico_Ranzinza_070,Slow Learners (2015),2.0
Critico_Ranzinza_070,Bloodsport (1988),2.0
Critico_Ranzinza_070,How to Lose Friends & Alienate People (2008),2.0
Critico_Ranzinza_070,Star Trek: Generations (1994),2.5
Critico_Ranzinza_070,"Incredible Shrinking Man, The (1957)",1.5
Critico_Ranzinza_070,Ruby Red (2013),2.5
Critico_Ranzinza_070,Daybreakers (2010),2.0
Critico_Ranzinza_070,Clockers (1995),2.0
Critico_Ranzinza_070,BURN-E (2008),1.5
Critico_Ranzinza_070,Wicker Park (2004),2.5
Critico_Ranzinza_070,F/X2 (a.k.a. F/X 2 - The Deadly Art of Illusion) (1991),1.0
Critico_Ranzinza_070,Factory Girl (2006),1.0
Critico_Ranzinza_070,Smokey and the Bandit III (1983),1.0
Critico_Ranzinza_070,1900 (Novecento) (1976),2.0
Critico_Ranzinza_070,Monkey Shines (1988),1.5
Critico_Ranzinza_070,Z (1969),2.0
Critico_Ranzinza_070,"Now, Voyager (1942)",1.5
Critico_Ranzinza_070,Female Trouble (1975),2.0
Critico_Ranzinza_070,Mr. Smith Goes to Washington (1939),3.0
Critico_Ranzinza_070,Pixel Perfect (2004),1.0
Critico_Ranzinza_070,Hell or High Water (2016),2.0
Critico_Ranzinza_070,Paper Birds (Pájaros de papel) (2010),1.5
Critico_Ranzinza_070,"Wasp Woman, The (1959)",3.0
Critico_Ranzinza_070,"General Died at Dawn, The (1936)",1.5
Critico_Ranzinza_071,Carnival of Souls (1962),1.0
Critico_Ranzinza_071,Made in Dagenham (2010),1.5
Critico_Ranzinza_071,Dragon Ball Z: Resurrection of F (2015),2.0
Critico_Ranzinza_071,Donnie Brasco (1997),1.5
Critico_Ranzinza_071,Arizona Dream (1993),2.5
Critico_Ranzinza_071,Rocket Singh: Salesman of the Year (2009),2.5
Critico_Ranzinza_071,White Men Can't Jump (1992),1.5
Critico_Ranzinza_071,Predator (1987),1.5
Critico_Ranzinza_071,"Prince of Tides, The (1991)",2.0
Critico_Ranzinza_071,"Maltese Falcon, The (1941)",2.5
Critico_Ranzinza_071,Blue Steel (1990),1.0
Critico_Ranzinza_071,"Principal, The (1987)",2.0
Critico_Ranzinza_071,War and Peace (1956),2.5
Critico_Ranzinza_071,Talladega Nights: The Ballad of Ricky Bobby (2006),2.0
Critico_Ranzinza_071,Velvet Goldmine (1998),2.5
Critico_Ranzinza_071,Three O'Clock High (1987),1.5
Critico_Ranzinza_071,"Parent Trap, The (1961)",2.5
Critico_Ranzinza_071,Prince of Darkness (1987),2.5
Critico_Ranzinza_071,Collateral Damage (2002),2.0
Critico_Ranzinza_071,Faster Pussycat! Kill! Kill! (1965),1.5
Critico_Ranzinza_071,Sightseers (2012),2.0
Critico_Ranzinza_071,"Thing, The (2011)",3.0
Critico_Ranzinza_071,Charlotte Gray (2001),1.5
Critico_Ranzinza_071,"Marine, The (2006)",1.5
Critico_Ranzinza_071,Cinderella Man (2005),3.5
Critico_Ranzinza_071,Nell (1994),1.5
Critico_Ranzinza_071,Pit and the Pendulum (1961),1.0
Critico_Ranzinza_071,Iron Eagle IV (1995),2.0
Critico_Ranzinza_071,"Duck, You Sucker (1971)",1.5
Critico_Ranzinza_071,Valentine (2001),2.0
Critico_Ranzinza_072,Wild (2014),2.5
Critico_Ranzinza_072,Bottle Rocket (1996),2.5
Critico_Ranzinza_072,Kazaam (1996),2.5
Critico_Ranzinza_072,Slither (2006),2.5
Critico_Ranzinza_072,Broken Arrow (1996),2.5
Critico_Ranzinza_072,Microcosmos (Microcosmos: Le peuple de l'herbe) (1996),1.0
Critico_Ranzinza_072,Men in Black II (a.k.a. MIIB) (a.k.a. MIB 2) (2002),1.5
Critico_Ranzinza_072,Bush's Brain (2004),2.0
Critico_Ranzinza_072,Damien: Omen II (1978),2.5
Critico_Ranzinza_072,Across the Hall (2009),2.5
Critico_Ranzinza_072,Upside Down (2012),2.0
Critico_Ranzinza_072,Dan in Real Life (2007),3.0
Critico_Ranzinza_072,Selena (1997),2.0
Critico_Ranzinza_072,Look Who's Talking Now (1993),1.0
Critico_Ranzinza_072,For a Few Dollars More (Per qualche dollaro in più) (1965),1.0
Critico_Ranzinza_072,World Trade Center (2006),1.5
Critico_Ranzinza_072,"Best Exotic Marigold Hotel, The (2011)",2.0
Critico_Ranzinza_072,"MatchMaker, The (1997)",1.5
Critico_Ranzinza_072,Maps to the Stars (2014),2.0
Critico_Ranzinza_072,Blade Runner 2049 (2017),2.5
Critico_Ranzinza_072,Joe Dirt (2001),2.0
Critico_Ranzinza_072,Final Destination 3 (2006),1.5
Critico_Ranzinza_072,Horse Feathers (1932),2.0
Critico_Ranzinza_072,"Transporter, The (2002)",1.0
Critico_Ranzinza_072,Coyote Ugly (2000),1.0
Critico_Ranzinza_072,Sidekicks (1992),2.5
Critico_Ranzinza_072,Thumbsucker (2005),1.0
Critico_Ranzinza_072,Moonwalkers (2015),1.5
Critico_Ranzinza_072,"Steamboat Bill, Jr. (1928)",2.5
Critico_Ranzinza_072,Liam (2000),2.5
Critico_Ranzinza_073,"Tigger Movie, The (2000)",1.0
Critico_Ranzinza_073,Explorers (1985),2.0
Critico_Ranzinza_073,Duck Amuck (1953),1.0
Critico_Ranzinza_073,Rumble in the Bronx (Hont faan kui) (1995),3.0
Critico_Ranzinza_073,Ed Wood (1994),1.0
Critico_Ranzinza_073,"Cocoanuts, The (1929)",1.5
Critico_Ranzinza_073,If Looks Could Kill (1991),2.5
Critico_Ranzinza_073,Dinner for Schmucks (2010),2.0
Critico_Ranzinza_073,Flirting (1991),2.5
Critico_Ranzinza_073,Amityville 3-D (1983),2.0
Critico_Ranzinza_073,Before Sunrise (1995),2.0
Critico_Ranzinza_073,This Means War (2012),1.5
Critico_Ranzinza_073,Care Bears Movie II: A New Generation (1986),3.0
Critico_Ranzinza_073,Fat Girl (À ma soeur!) (2001),2.5
Critico_Ranzinza_073,Silence (2016),1.0
Critico_Ranzinza_073,"Misfortunates, The (De helaasheid der dingen) (2009)",2.0
Critico_Ranzinza_073,Two Night Stand (2014),1.5
Critico_Ranzinza_073,"Godfather: Part II, The (1974)",1.5
Critico_Ranzinza_073,Sharknado (2013),1.0
Critico_Ranzinza_073,Christine (1983),2.0
Critico_Ranzinza_073,Take the Lead (2006),2.5
Critico_Ranzinza_073,The Rabbi's Cat (Le chat du rabbin) (2011),1.0
Critico_Ranzinza_073,"Flower of My Secret, The (La flor de mi secreto) (1995)",0.5
Critico_Ranzinza_073,Dreamcatcher (2003),0.5
Critico_Ranzinza_073,"Bug's Life, A (1998)",1.5
Critico_Ranzinza_073,We Don't Live Here Anymore (2004),2.0
Critico_Ranzinza_073,"Blue Lagoon, The (1980)",2.0
Critico_Ranzinza_073,Orange County (2002),1.5
Critico_Ranzinza_073,Hellbenders (2012),2.0
Critico_Ranzinza_073,Easy Rider (1969),2.5
Critico_Ranzinza_074,Dave Chappelle: The Bird Revelation (2017),2.0
Critico_Ranzinza_074,Maniac Cop (1988),2.0
Critico_Ranzinza_074,Annabelle (2014),2.0
Critico_Ranzinza_074,Bob le Flambeur (1955),2.0
Critico_Ranzinza_074,Seven Psychopaths (2012),1.5
Critico_Ranzinza_074,The Intern (2015),2.0
Critico_Ranzinza_074,At Close Range (1986),2.5
Critico_Ranzinza_074,Masquerade (1988),2.0
Critico_Ranzinza_074,Pearl Harbor (2001),2.5
Critico_Ranzinza_074,Resident Evil (2002),2.0
Critico_Ranzinza_074,Machete (2010),1.0
Critico_Ranzinza_074,World War Z (2013),3.0
Critico_Ranzinza_074,Pulp Fiction (1994),2.0
Critico_Ranzinza_074,Forgetting Sarah Marshall (2008),3.5
Critico_Ranzinza_074,Marvin's Room (1996),1.0
Critico_Ranzinza_074,8 Mile (2002),1.5
Critico_Ranzinza_074,Quo Vadis (1951),2.0
Critico_Ranzinza_074,Swimfan (2002),1.0
Critico_Ranzinza_074,"Unfinished Life, An (2005)",2.0
Critico_Ranzinza_074,Selena (1997),1.5
Critico_Ranzinza_074,Chill Factor (1999),2.0
Critico_Ranzinza_074,"Matrix, The (1999)",1.5
Critico_Ranzinza_074,"Matador, The (2005)",2.0
Critico_Ranzinza_074,Beloved (1998),1.0
Critico_Ranzinza_074,Battle for Haditha (2007),2.0
Critico_Ranzinza_074,Enough (2002),2.5
Critico_Ranzinza_074,Life After Beth (2014),3.0
Critico_Ranzinza_074,How to Make an American Quilt (1995),1.5
Critico_Ranzinza_074,Battles Without Honor & Humanity (Jingi naki tatakai) (1973),3.5
Critico_Ranzinza_074,Moulin Rouge (2001),1.0
Critico_Ranzinza_075,Persona (1966),1.5
Critico_Ranzinza_075,Nick Fury: Agent of S.H.I.E.L.D. (1998),1.5
Critico_Ranzinza_075,Atlantis: The Lost Empire (2001),2.5
Critico_Ranzinza_075,Babylon 5: Thirdspace (1998),2.0
Critico_Ranzinza_075,You Got Served (2004),1.5
Critico_Ranzinza_075,"Story of Us, The (1999)",1.5
Critico_Ranzinza_075,"Raisin in the Sun, A (1961)",2.5
Critico_Ranzinza_075,Joyeux Noël (Merry Christmas) (2005),2.0
Critico_Ranzinza_075,Ruthless People (1986),2.5
Critico_Ranzinza_075,All Is Lost (2013),2.0
Critico_Ranzinza_075,Slacker (1991),2.5
Critico_Ranzinza_075,Karlson Returns (1970),1.5
Critico_Ranzinza_075,Lost Horizon (1937),1.5
Critico_Ranzinza_075,Hiroshima Mon Amour (1959),2.0
Critico_Ranzinza_075,All the Real Girls (2003),2.0
Critico_Ranzinza_075,"Deep End, The (2001)",2.0
Critico_Ranzinza_075,Quicksilver (1986),0.5
Critico_Ranzinza_075,She's Gotta Have It (1986),2.0
Critico_Ranzinza_075,Revolver (2005),1.0
Critico_Ranzinza_075,On the Waterfront (1954),1.5
Critico_Ranzinza_075,"Fly II, The (1989)",1.0
Critico_Ranzinza_075,Gandhi (1982),2.0
Critico_Ranzinza_075,Punch-Drunk Love (2002),1.0
Critico_Ranzinza_075,"Last of the Mohicans, The (1992)",1.0
Critico_Ranzinza_075,The Martian (2015),1.5
Critico_Ranzinza_075,Her Alibi (1989),2.5
Critico_Ranzinza_075,Fur: An Imaginary Portrait of Diane Arbus (2006),2.5
Critico_Ranzinza_075,Munich (2005),3.0
Critico_Ranzinza_075,12 Angry Men (1997),2.5
Critico_Ranzinza_075,Moonwalker (1988),2.5
Critico_Ranzinza_076,"Curious Case of Benjamin Button, The (2008)",2.0
Critico_Ranzinza_076,Kizumonogatari II: Passionate Blood (2016),1.5
Critico_Ranzinza_076,The Thinning (2016),2.5
Critico_Ranzinza_076,Fiddler on the Roof (1971),2.0
Critico_Ranzinza_076,Hoodlum (1997),2.0
Critico_Ranzinza_076,Wheels on Meals (Kuai can che) (1984),2.5
Critico_Ranzinza_076,Cruel Intentions (1999),2.0
Critico_Ranzinza_076,Shooting Fish (1997),2.5
Critico_Ranzinza_076,Until the End of the World (Bis ans Ende der Welt) (1991),2.5
Critico_Ranzinza_076,American Hustle (2013),2.5
Critico_Ranzinza_076,Fitzcarraldo (1982),1.0
Critico_Ranzinza_076,"World's Fastest Indian, The (2005)",2.0
Critico_Ranzinza_076,"Jerky Boys, The (1995)",2.0
Critico_Ranzinza_076,Cowboys & Aliens (2011),2.5
Critico_Ranzinza_076,"Toxic Avenger, The (1985)",1.5
Critico_Ranzinza_076,"Diving Bell and the Butterfly, The (Scaphandre et le papillon, Le) (2007)",2.0
Critico_Ranzinza_076,Startup.com (2001),1.5
Critico_Ranzinza_076,"I, the Jury (1982)",2.5
Critico_Ranzinza_076,Paulie (1998),2.5
Critico_Ranzinza_076,Kubo and the Two Strings (2016),2.0
Critico_Ranzinza_076,Grace of My Heart (1996),1.5
Critico_Ranzinza_076,Friday the 13th Part 3: 3D (1982),2.0
Critico_Ranzinza_076,"Firm, The (2009)",2.0
Critico_Ranzinza_076,In China They Eat Dogs (I Kina spiser de hunde) (1999),2.5
Critico_Ranzinza_076,Resident Evil: Retribution (2012),1.5
Critico_Ranzinza_076,Everything Must Go (2010),2.5
Critico_Ranzinza_076,North Country (2005),1.5
Critico_Ranzinza_076,Blade Runner 2049 (2017),2.5
Critico_Ranzinza_076,Nadine (1987),2.0
Critico_Ranzinza_076,Dorian Gray (2009),2.0
Critico_Ranzinza_077,Mephisto (1981),1.5
Critico_Ranzinza_077,Moll Flanders (1996),2.0
Critico_Ranzinza_077,My Left Eye Sees Ghosts (Ngo joh aan gin diy gwai) (2002),1.5
Critico_Ranzinza_077,Red Lights (Feux rouges) (2004),1.0
Critico_Ranzinza_077,Paint Your Wagon (1969),1.5
Critico_Ranzinza_077,Barb Wire (1996),2.0
Critico_Ranzinza_077,Toni Erdmann (2016),1.0
Critico_Ranzinza_077,"Wild, The (2006)",1.5
Critico_Ranzinza_077,Daughters of the Dust (1991),1.5
Critico_Ranzinza_077,Happy Gilmore (1996),1.0
Critico_Ranzinza_077,Carnosaur (1993),2.5
Critico_Ranzinza_077,Time of the Gypsies (Dom za vesanje) (1989),2.0
Critico_Ranzinza_077,The Red Turtle (2016),1.5
Critico_Ranzinza_077,Hustler White (1996),1.5
Critico_Ranzinza_077,Dr. Terror's House of Horrors (1965),1.5
Critico_Ranzinza_077,"Howling, The (1980)",1.0
Critico_Ranzinza_077,Empire Records (1995),1.5
Critico_Ranzinza_077,"Batman/Superman Movie, The (1998)",1.5
Critico_Ranzinza_077,"Brothers Grimm, The (2005)",1.5
Critico_Ranzinza_077,"Mariachi, El (1992)",2.5
Critico_Ranzinza_077,Duets (2000),2.0
Critico_Ranzinza_077,Single White Female (1992),3.0
Critico_Ranzinza_077,Youth of the Beast (Yaju no seishun) (1963),2.0
Critico_Ranzinza_077,Libre et assoupi (2014),2.5
Critico_Ranzinza_077,*batteries not included (1987),1.5
Critico_Ranzinza_077,Spirit: Stallion of the Cimarron (2002),3.5
Critico_Ranzinza_077,Gung Ho (1986),2.0
Critico_Ranzinza_077,Ruthless People (1986),2.5
Critico_Ranzinza_077,Harriet the Spy (1996),2.0
Critico_Ranzinza_077,Dracula Untold (2014),3.0
Critico_Ranzinza_078,21 Grams (2003),3.0
Critico_Ranzinza_078,Short Circuit 2 (1988),2.0
Critico_Ranzinza_078,Atlas Shrugged: Part 1 (2011),1.5
Critico_Ranzinza_078,Death Note (2017),2.5
Critico_Ranzinza_078,"Guru, The (2002)",2.5
Critico_Ranzinza_078,Millennium Actress (Sennen joyû) (2001),2.0
Critico_Ranzinza_078,Office Christmas Party (2016),1.0
Critico_Ranzinza_078,The Hunger Games: Catching Fire (2013),1.0
Critico_Ranzinza_078,Gravity (2013),2.5
Critico_Ranzinza_078,Morning Glory (2010),1.5
Critico_Ranzinza_078,The Hunger Games: Mockingjay - Part 2 (2015),3.5
Critico_Ranzinza_078,Air Bud (1997),2.5
Critico_Ranzinza_078,Love and Other Drugs (2010),2.0
Critico_Ranzinza_078,Dead End (2003),2.0
Critico_Ranzinza_078,Winnie Pooh (1969),2.0
Critico_Ranzinza_078,Son of God (2014),2.5
Critico_Ranzinza_078,Transformers: Revenge of the Fallen (2009),2.5
Critico_Ranzinza_078,Terms of Endearment (1983),2.0
Critico_Ranzinza_078,"Faraway, So Close (In weiter Ferne, so nah!) (1993)",2.5
Critico_Ranzinza_078,Louis C.K.: Live at The Comedy Store (2015),1.5
Critico_Ranzinza_078,House Party (1990),2.0
Critico_Ranzinza_078,Stand by Me (1986),1.0
Critico_Ranzinza_078,Just Before I Go (2014),2.5
Critico_Ranzinza_078,Miss Peregrine's Home for Peculiar Children (2016),1.5
Critico_Ranzinza_078,From Here to Eternity (1953),2.0
Critico_Ranzinza_078,Fly Away Home (1996),2.5
Critico_Ranzinza_078,"Rocketeer, The (1991)",2.0
Critico_Ranzinza_078,Flash Gordon (1980),2.0
Critico_Ranzinza_078,Pitfall (Otoshiana) (1962),1.0
Critico_Ranzinza_078,We Were Soldiers (2002),2.5
Critico_Ranzinza_079,Year One (2009),2.5
Critico_Ranzinza_079,"Party, The (Boum, La) (1980)",2.0
Critico_Ranzinza_079,Love and Other Drugs (2010),1.5
Critico_Ranzinza_079,"Secret of NIMH, The (1982)",1.5
Critico_Ranzinza_079,Promised Land (2012),1.5
Critico_Ranzinza_079,"Loved Ones, The (2009)",2.5
Critico_Ranzinza_079,Dersu Uzala (1975),1.5
Critico_Ranzinza_079,Horton Hears a Who! (2008),1.0
Critico_Ranzinza_079,Sound of My Voice (2011),2.0
Critico_Ranzinza_079,Every Secret Thing (2014),3.0
Critico_Ranzinza_079,Beautiful People (1999),1.5
Critico_Ranzinza_079,"Collector, The (1965)",2.0
Critico_Ranzinza_079,Lion (2016),1.0
Critico_Ranzinza_079,Carnosaur 2 (1995),1.0
Critico_Ranzinza_079,Comedian (2002),2.5
Critico_Ranzinza_079,"Sixth Sense, The (1999)",2.0
